office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes,raw_place,normalized_place,gemeente,place_status,place_review_reason
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,vanderloomakelaardij.nl,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=122, koop=4, huur=0",Landerd,Maashorst,Maashorst,former_gemeente,
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=1",Landerd,Maashorst,Maashorst,former_gemeente,
Makelaardij Bertens B.V.,http://www.makelaardijbertens.nl,makelaardijbertens.nl,makelaardijbertens.nl,http://www.makelaardijbertens.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-10154338-Hoge-Steenweg-130,valid,Loon Op Zand,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Loon Op Zand,Loon op Zand,Loon op Zand,alias,
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,aardenmakelaardij.nl,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=5, huur=1",Maashorst,Maashorst,Maashorst,current_gemeente,
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,bernheze.nl,http://www.bernheze.nl/aanbod/wonen,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=164, koop=4, huur=1",Maashorst,Maashorst,Maashorst,current_gemeente,
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,derksmakelaardij.nl,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Maashorst,Maashorst,Maashorst,current_gemeente,
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,hansjanssen.nl,https://www.hansjanssen.nl/makelaars/verkoop,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=710, koop=3, huur=1",Maashorst,Maashorst,Maashorst,current_gemeente,
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,vancasteren.nl,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=0",Maashorst,Maashorst,Maashorst,current_gemeente,
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,vanlanen.nl,http://www.vanlanen.nl/aanbod/woningaanbod,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Maashorst,Maashorst,Maashorst,current_gemeente,
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,petterson.nl,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=246, koop=4, huur=0",Maashorst,Maashorst,Maashorst,current_gemeente,
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.58),Maashorst,Maashorst,Maashorst,current_gemeente,
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0",Maashorst,Maashorst,Maashorst,current_gemeente,
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,vanderloomakelaardij.nl,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=122, koop=4, huur=0",Maashorst,Maashorst,Maashorst,current_gemeente,
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=1",Maashorst,Maashorst,Maashorst,current_gemeente,
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,aardenmakelaardij.nl,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=5, huur=1",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
De Koning Makelaardij B.V.,http://www.dekoningmakelaardij.nl,dekoningmakelaardij.nl,dekoningmakelaardij.nl,http://www.dekoningmakelaardij.nl/aanbod/woningaanbod,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=2",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
De Plaatselijke Makelaar Rob van de Laar B.V.,https://www.dpmrobvandelaar.nl,dpmrobvandelaar.nl,dpmrobvandelaar.nl,https://www.dpmrobvandelaar.nl/stille-verkoop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,derksmakelaardij.nl,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Dragt Makelaars o.g.,http://www.dragtmakelaars.nl,dragtmakelaars.nl,dragtmakelaars.nl,,missing,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Ketelaars Van Zutphen Makelaardij,http://www.ketelaarsvanzutphen.nl,ketelaarsvanzutphen.nl,ketelaarsvanzutphen.nl,http://www.ketelaarsvanzutphen.nl/aanbod/woningaanbod/koop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=212, koop=4, huur=1",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Korsten Makelaardij b.v.,http://www.korsten.nl,korsten.nl,korsten.nl,http://www.korsten.nl/aanbod/woningaanbod/veghel/koop/huis-9042872-Binnenveld-4,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Leenders Makelaardij,http://www.leendersmakelaardij.nl,leendersmakelaardij.nl,leendersmakelaardij.nl,http://www.leendersmakelaardij.nl/aanbod/woningaanbod/erp/koop/huis-10242176-Hezelstraat-3,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Makelaardij o.g. Van den Berg,http://www.vandenbergmakelaardij.nl,vandenbergmakelaardij.nl,vandenbergmakelaardij.nl,http://www.vandenbergmakelaardij.nl/woningen,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=2, huur=1",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Makelaardij OLAV,http://www.makelaardijolav.nl,makelaardijolav.nl,makelaardijolav.nl,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=14, koop=1, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Meierijstad Makelaardij,http://www.demakelaarvanhier.nl,demakelaarvanhier.nl,demakelaarvanhier.nl,https://demakelaarvanhier.nl/aanbod/koop-woning,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=97, koop=3, huur=1",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Raadhage Makelaardij,http://www.raadhage.nl,raadhage.nl,raadhage.nl,http://www.raadhage.nl/aanbod/woningaanbod/koop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=1",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,statigwonen.nl,https://www.statigwonen.nl/stille-verkoop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=19, koop=1, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,trielingjacobs.nl,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,vanderloomakelaardij.nl,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=122, koop=4, huur=0",Meierijstad,Meierijstad,Meierijstad,current_gemeente,
ZoDus Makelaars,https://www.zodus.nl,zodus.nl,zodus.nl,,missing,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Meierijstad,Meierijstad,Meierijstad,current_gemeente,
Advema B.V.,http://www.advema.nl,advema.nl,advema.nl,,missing,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Bon Makelaardij B.V.,http://www.bonmakelaardij.nl,bonmakelaardij.nl,bonmakelaardij.nl,http://www.bonmakelaardij.nl/aanbod/woningaanbod/zevenbergen/koop/huis-10282264-Hoefbladstraat-6,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=0",Moerdijk,Moerdijk,Moerdijk,current_gemeente,
MarQuis Makelaars & taxateurs,http://www.marquis.nl,marquis.nl,marquis.nl,http://www.marquis.nl/nl/aanbod,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=28, sin senales huur",Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Overwater Rentmeesterskantoor,https://www.ovtr.nl,ovtr.nl,ovtr.nl,https://www.ovtr.nl/aanbod-objecten,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=16, koop=3, huur=2",Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Overwater Rentmeesterskantoor B.V.,,,,,missing,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Van Hoogdalem Makelaardij,http://www.hoogdalem-makelaardij.nl,hoogdalem-makelaardij.nl,hoogdalem-makelaardij.nl,http://www.hoogdalem-makelaardij.nl/aanbod/woningaanbod/koop,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=114, koop=4, huur=1",Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Van Wensen Makelaars B.V.,http://www.vanwensenmakelaars.nl,vanwensenmakelaars.nl,vanwensenmakelaars.nl,http://www.vanwensenmakelaars.nl/aanbod/woningaanbod/rotterdam/koop/huis-10367727-Bommelerwaard-8,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Waltmann Bedrijfshuisvesting,https://www.waltmann.nu,waltmann.nu,waltmann.nu,https://www.waltmann.nu/aanbod/beleggingsobjecten,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=2, huur=0",Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Woonschuijt Makelaars,http://www.woonschuijt.nl,woonschuijt.nl,woonschuijt.nl,http://www.woonschuijt.nl/wonen/diensten/huis-verkopen,suspect,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'diensten',Moerdijk,Moerdijk,Moerdijk,current_gemeente,
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,,missing,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
KJB Makelaardij,http://www.kjbmakelaardij.nl,kjbmakelaardij.nl,kjbmakelaardij.nl,http://www.kjbmakelaardij.nl/aanbod/woningaanbod/koop,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=3, huur=2",Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Makelaarsplein,http://www.makelaarsplein.com,makelaarsplein.com,makelaarsplein.com,http://www.makelaarsplein.com/aanbod/woningaanbod/eindhoven/koop/huis-10094784-Tongelresestraat-4F,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1",Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Metselaars Makelaardij b.v.,http://www.metselaarsmakelaardij.nl,metselaarsmakelaardij.nl,metselaarsmakelaardij.nl,https://metselaarsmakelaardij.nl/nl/stille-verkoop,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=2, huur=0",Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Van den Buijs Garantiemakelaars,http://www.vandenbuijsmakelaars.nl,vandenbuijsmakelaars.nl,vandenbuijsmakelaars.nl,http://www.vandenbuijsmakelaars.nl/woningaanbod/koop,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=4.50),Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,vrmt.nl,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=9, koop=5, huur=0",Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Van Santvoort Makelaars B.V.,http://www.vansantvoort.nl,vansantvoort.nl,vansantvoort.nl,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=240, sin senales huur",Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,https://vantuijl-makelaardij.nl/woning-kopen,suspect,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=3, koop=2, huur=0; suspect koopaanbod_url: missing listing signal",Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Vollenbroek B.V.,http://www.vollenbroekbv.com,vollenbroekbv.com,vollenbroekbv.com,,missing,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",alias,
Gast Makelaardij o.g. en Assurantien,http://www.gastmakelaardij.nl,gastmakelaardij.nl,gastmakelaardij.nl,https://www.gastmakelaardij.nl/aanbod,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=2, huur=2",Oirschot,Oirschot,Oirschot,current_gemeente,
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,gijsclaassen.nl,https://www.gijsclaassen.nl,suspect,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=0.72); suspect koopaanbod_url: missing listing signal,Oirschot,Oirschot,Oirschot,current_gemeente,
HuisMarct Makelaars,https://www.huismarct.nl,huismarct.nl,huismarct.nl,https://www.huismarct.nl/aanbod/twee-onder-een-kapwoning-lubberstraat-0ong-oirschot-2,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62),Oirschot,Oirschot,Oirschot,current_gemeente,
Lelieveld Makelaardij Oirschot,http://www.lelieveldmakelaardij.nl,lelieveldmakelaardij.nl,lelieveldmakelaardij.nl,https://www.lelieveldmakelaardij.nl/aanbod/twee-onder-een-kapwoning-van-de-pollstraat-3-vught,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62),Oirschot,Oirschot,Oirschot,current_gemeente,
Quinten Vastgoed,https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding,funda.nl,funda.nl,https://www.funda.nl/makelaarsmatch,suspect,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: missing listing signal,Oirschot,Oirschot,Oirschot,current_gemeente,
Van de Meerendonk Makelaars- & Hypotheekkantoor BV,http://www.vandemeerendonkmakelaars.nl,vandemeerendonkmakelaars.nl,vandemeerendonkmakelaars.nl,http://www.vandemeerendonkmakelaars.nl/aanbod/woningaanbod/koop,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=206, koop=4, huur=1",Oirschot,Oirschot,Oirschot,current_gemeente,
Appeldoorn van Erven Makelaars,http://www.appeldoornvanerven.nl,appeldoornvanerven.nl,appeldoornvanerven.nl,http://www.appeldoornvanerven.nl/aanbod/woningaanbod,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.42),Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Brands Bedrijfsmakelaardij,https://www.brandsbedrijfsmakelaardij.nl,brandsbedrijfsmakelaardij.nl,brandsbedrijfsmakelaardij.nl,https://www.brandsbedrijfsmakelaardij.nl/aanbod/bedrijfsaanbod/boxtel/koop/bedrijf-875526-Stationsstraat-14,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=4, huur=1",Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Elzen Winkelman Makelaars,https://www.elzenwinkelman.nl,elzenwinkelman.nl,elzenwinkelman.nl,https://www.elzenwinkelman.nl/aanbod/woningaanbod/bestaande-bouw,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=3",Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Fijne Makelaar,http://www.fijnemakelaar.nl,fijnemakelaar.nl,fijnemakelaar.nl,http://www.fijnemakelaar.nl/woningen,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=70, koop=1, huur=1",Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Finesse Makelaardij,http://www.finesse-makelaardij.nl,finesse-makelaardij.nl,finesse-makelaardij.nl,http://www.finesse-makelaardij.nl/aanbod/woningaanbod/goirle/koop/huis-10056470-De-Vloed-20,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Gerritse Makelaardij,https://www.gerritsemakelaardij.nl,gerritsemakelaardij.nl,gerritsemakelaardij.nl,https://www.gerritsemakelaardij.nl/verkoop,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,gijsclaassen.nl,https://www.gijsclaassen.nl,suspect,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=0.72); suspect koopaanbod_url: missing listing signal,Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Kroon Makelaardij,http://www.kroonhuis.nl,kroonhuis.nl,kroonhuis.nl,https://kroonhuis.nl/te-koop-moergestel,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.94),Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Lelieveld makelaardij,http://www.lelieveldmakelaardij.com,lelieveldmakelaardij.com,lelieveldmakelaardij.com,https://www.lelieveldmakelaardij.nl/aanbod/twee-onder-een-kapwoning-van-de-pollstraat-3-vught,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62),Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Marcel Panis Makelaardij,http://www.panis.nl,panis.nl,panis.nl,http://www.panis.nl/aanbod/woningaanbod/koop,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=194, koop=4, huur=1",Oisterwijk,Oisterwijk,Oisterwijk,current_gemeente,
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,biemansmakelaardij.nl,,missing,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Oosterhout,Oosterhout,Oosterhout,current_gemeente,
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,biemansmade.nl,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',"prijzen=3, koop=1, huur=0; suspect koopaanbod_url: contains excluded token 'diensten'",Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,bogaersmakelaardij.nl,,missing,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Oosterhout,Oosterhout,Oosterhout,current_gemeente,
De Zeeuw Makelaars,https://www.dezeeuwmakelaars.nl,dezeeuwmakelaars.nl,dezeeuwmakelaars.nl,https://www.dezeeuwmakelaars.nl/aanbod/vrijstaande-woning-bizethof-6-raamsdonksveer,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62),Oosterhout,Oosterhout,Oosterhout,current_gemeente,
ERA makelaars Oosterhout,http://www.eraoosterhout.nl,eraoosterhout.nl,eraoosterhout.nl,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=0.72),Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,idealemakelaar.nl,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=15, koop=2, huur=0",Oosterhout,Oosterhout,Oosterhout,current_gemeente,
